location,date,vaccine,total_vaccinations
Latvia,2021-10-31,Pfizer/BioNTech,1180579
Latvia,2021-11-01,Johnson&Johnson,233410
Latvia,2021-11-01,Moderna,289736
Latvia,2021-11-01,Oxford/AstraZeneca,261836
Latvia,2021-11-01,Pfizer/BioNTech,1186240
Latvia,2021-11-02,Johnson&Johnson,235920
Latvia,2021-11-02,Moderna,293897
Latvia,2021-11-02,Oxford/AstraZeneca,261868
Latvia,2021-11-02,Pfizer/BioNTech,1193535
Latvia,2021-11-03,Johnson&Johnson,238503
Latvia,2021-11-03,Moderna,298682
Latvia,2021-11-03,Oxford/AstraZeneca,261891
Latvia,2021-11-03,Pfizer/BioNTech,1201715
Latvia,2021-11-04,Johnson&Johnson,240985
Latvia,2021-11-04,Moderna,303260
Latvia,2021-11-04,Pfizer/BioNTech,1209470
Latvia,2021-11-05,Johnson&Johnson,243299
Latvia,2021-11-05,Moderna,307612
Latvia,2021-11-05,Oxford/AstraZeneca,261926
Latvia,2021-11-05,Pfizer/BioNTech,1219376
Latvia,2021-11-06,Johnson&Johnson,245031
Latvia,2021-11-06,Moderna,309458
Latvia,2021-11-06,Oxford/AstraZeneca,261927
Latvia,2021-11-06,Pfizer/BioNTech,1226025
Latvia,2021-11-07,Johnson&Johnson,245599
Latvia,2021-11-07,Moderna,309947
Latvia,2021-11-07,Oxford/AstraZeneca,261928
Latvia,2021-11-07,Pfizer/BioNTech,1228574
Latvia,2021-11-08,Johnson&Johnson,247396
Latvia,2021-11-08,Moderna,313223
Latvia,2021-11-08,Oxford/AstraZeneca,261937
Latvia,2021-11-08,Pfizer/BioNTech,1236749
Latvia,2021-11-09,Johnson&Johnson,249201
Latvia,2021-11-09,Moderna,317499
Latvia,2021-11-09,Pfizer/BioNTech,1245318
Latvia,2021-11-10,Johnson&Johnson,250918
Latvia,2021-11-10,Moderna,321993
Latvia,2021-11-10,Oxford/AstraZeneca,261974
Latvia,2021-11-10,Pfizer/BioNTech,1254396
Latvia,2021-11-11,Johnson&Johnson,252795
Latvia,2021-11-11,Moderna,326302
Latvia,2021-11-11,Oxford/AstraZeneca,262000
Latvia,2021-11-11,Pfizer/BioNTech,1263397
Latvia,2021-11-12,Johnson&Johnson,254680
Latvia,2021-11-12,Moderna,331052
Latvia,2021-11-12,Oxford/AstraZeneca,262055
Latvia,2021-11-12,Pfizer/BioNTech,1271373
Latvia,2021-11-13,Johnson&Johnson,256371
Latvia,2021-11-13,Moderna,334352
Latvia,2021-11-13,Oxford/AstraZeneca,262101
Latvia,2021-11-13,Pfizer/BioNTech,1276573
Latvia,2021-11-14,Johnson&Johnson,256986
Latvia,2021-11-14,Moderna,335084
Latvia,2021-11-14,Pfizer/BioNTech,1278133
Latvia,2021-11-15,Johnson&Johnson,258625
Latvia,2021-11-15,Moderna,338888
Latvia,2021-11-15,Pfizer/BioNTech,1283193
Latvia,2021-11-16,Johnson&Johnson,260421
Latvia,2021-11-16,Moderna,343577
Latvia,2021-11-16,Oxford/AstraZeneca,262124
Latvia,2021-11-16,Pfizer/BioNTech,1288363
Latvia,2021-11-17,Johnson&Johnson,262291
Latvia,2021-11-17,Moderna,348860
Latvia,2021-11-17,Oxford/AstraZeneca,262126
Latvia,2021-11-17,Pfizer/BioNTech,1294919
Latvia,2021-11-18,Johnson&Johnson,262534
Latvia,2021-11-18,Moderna,349309
Latvia,2021-11-18,Pfizer/BioNTech,1295538
Latvia,2021-11-19,Johnson&Johnson,263128
Latvia,2021-11-19,Moderna,351839
Latvia,2021-11-19,Oxford/AstraZeneca,262136
Latvia,2021-11-19,Pfizer/BioNTech,1298524
Latvia,2021-11-20,Johnson&Johnson,263940
Latvia,2021-11-20,Moderna,354336
Latvia,2021-11-20,Pfizer/BioNTech,1301461
Latvia,2021-11-21,Johnson&Johnson,264282
Latvia,2021-11-21,Moderna,355102
Latvia,2021-11-21,Pfizer/BioNTech,1302233
Latvia,2021-11-22,Johnson&Johnson,265209
Latvia,2021-11-22,Moderna,360441
Latvia,2021-11-22,Oxford/AstraZeneca,262161
Latvia,2021-11-22,Pfizer/BioNTech,1306729
Latvia,2021-11-23,Johnson&Johnson,266277
Latvia,2021-11-23,Moderna,367127
Latvia,2021-11-23,Oxford/AstraZeneca,262190
Latvia,2021-11-23,Pfizer/BioNTech,1310596
Latvia,2021-11-24,Johnson&Johnson,267460
Latvia,2021-11-24,Moderna,374149
Latvia,2021-11-24,Oxford/AstraZeneca,262341
Latvia,2021-11-24,Pfizer/BioNTech,1314689
Latvia,2021-11-25,Johnson&Johnson,268466
Latvia,2021-11-25,Moderna,381568
Latvia,2021-11-25,Oxford/AstraZeneca,262360
Latvia,2021-11-25,Pfizer/BioNTech,1318157
Latvia,2021-11-26,Johnson&Johnson,269590
Latvia,2021-11-26,Moderna,389765
Latvia,2021-11-26,Oxford/AstraZeneca,262380
Latvia,2021-11-26,Pfizer/BioNTech,1322735
Latvia,2021-11-27,Johnson&Johnson,270285
Latvia,2021-11-27,Moderna,393046
Latvia,2021-11-27,Pfizer/BioNTech,1325325
Latvia,2021-11-28,Johnson&Johnson,270525
Latvia,2021-11-28,Moderna,394264
Latvia,2021-11-28,Oxford/AstraZeneca,262381
Latvia,2021-11-28,Pfizer/BioNTech,1326104
Latvia,2021-11-29,Johnson&Johnson,271308
Latvia,2021-11-29,Moderna,400116
Latvia,2021-11-29,Oxford/AstraZeneca,262398
Latvia,2021-11-29,Pfizer/BioNTech,1329326
Latvia,2021-11-30,Johnson&Johnson,272033
Latvia,2021-11-30,Moderna,407587
Latvia,2021-11-30,Oxford/AstraZeneca,262405
Latvia,2021-11-30,Pfizer/BioNTech,1332680
Latvia,2021-12-01,Johnson&Johnson,272819
Latvia,2021-12-01,Moderna,415786
Latvia,2021-12-01,Pfizer/BioNTech,1336579
Latvia,2021-12-02,Johnson&Johnson,273567
Latvia,2021-12-02,Moderna,423977
Latvia,2021-12-02,Pfizer/BioNTech,1340242
Latvia,2021-12-03,Johnson&Johnson,274200
Latvia,2021-12-03,Moderna,432451
Latvia,2021-12-03,Pfizer/BioNTech,1344991
Latvia,2021-12-04,Johnson&Johnson,274607
Latvia,2021-12-04,Moderna,436203
Latvia,2021-12-04,Pfizer/BioNTech,1347878
Latvia,2021-12-05,Johnson&Johnson,274728
Latvia,2021-12-05,Moderna,437271
Latvia,2021-12-05,Pfizer/BioNTech,1348729
Latvia,2021-12-06,Johnson&Johnson,275194
Latvia,2021-12-06,Moderna,443107
Latvia,2021-12-06,Oxford/AstraZeneca,262407
Latvia,2021-12-06,Pfizer/BioNTech,1352201
Latvia,2021-12-07,Johnson&Johnson,275712
Latvia,2021-12-07,Moderna,451468
Latvia,2021-12-07,Oxford/AstraZeneca,262426
Latvia,2021-12-07,Pfizer/BioNTech,1356537
Latvia,2021-12-08,Johnson&Johnson,276264
Latvia,2021-12-08,Moderna,459832
Latvia,2021-12-08,Oxford/AstraZeneca,262428
Latvia,2021-12-08,Pfizer/BioNTech,1361213
Latvia,2021-12-09,Johnson&Johnson,276861
Latvia,2021-12-09,Moderna,468622
Latvia,2021-12-09,Oxford/AstraZeneca,262436
Latvia,2021-12-09,Pfizer/BioNTech,1364775
Latvia,2021-12-10,Johnson&Johnson,277443
Latvia,2021-12-10,Moderna,477651
Latvia,2021-12-10,Oxford/AstraZeneca,262440
Latvia,2021-12-10,Pfizer/BioNTech,1369281
Latvia,2021-12-11,Johnson&Johnson,277821
Latvia,2021-12-11,Moderna,481029
Latvia,2021-12-11,Pfizer/BioNTech,1372418
Latvia,2021-12-12,Johnson&Johnson,277936
Latvia,2021-12-12,Moderna,481986
Latvia,2021-12-12,Pfizer/BioNTech,1373389
Latvia,2021-12-13,Johnson&Johnson,278340
Latvia,2021-12-13,Moderna,487579
Latvia,2021-12-13,Oxford/AstraZeneca,262448
Latvia,2021-12-13,Pfizer/BioNTech,1376609
Latvia,2021-12-14,Johnson&Johnson,278810
Latvia,2021-12-14,Moderna,495937
Latvia,2021-12-14,Oxford/AstraZeneca,262477
Latvia,2021-12-14,Pfizer/BioNTech,1381233
Latvia,2021-12-15,Johnson&Johnson,279363
Latvia,2021-12-15,Moderna,504710
Latvia,2021-12-15,Oxford/AstraZeneca,262480
Latvia,2021-12-15,Pfizer/BioNTech,1386324
Latvia,2021-12-16,Johnson&Johnson,279932
Latvia,2021-12-16,Moderna,511940
Latvia,2021-12-16,Oxford/AstraZeneca,262483
Latvia,2021-12-16,Pfizer/BioNTech,1391364
Latvia,2021-12-17,Johnson&Johnson,280462
Latvia,2021-12-17,Moderna,519106
Latvia,2021-12-17,Oxford/AstraZeneca,262494
Latvia,2021-12-17,Pfizer/BioNTech,1397289
Latvia,2021-12-18,Johnson&Johnson,280716
Latvia,2021-12-18,Moderna,521499
Latvia,2021-12-18,Oxford/AstraZeneca,262495
Latvia,2021-12-18,Pfizer/BioNTech,1400333
Latvia,2021-12-19,Johnson&Johnson,280793
Latvia,2021-12-19,Moderna,522243
Latvia,2021-12-19,Pfizer/BioNTech,1401126
Latvia,2021-12-20,Johnson&Johnson,281296
Latvia,2021-12-20,Moderna,527696
Latvia,2021-12-20,Oxford/AstraZeneca,262503
Latvia,2021-12-20,Pfizer/BioNTech,1405483
Latvia,2021-12-21,Johnson&Johnson,281847
Latvia,2021-12-21,Moderna,535231
Latvia,2021-12-21,Pfizer/BioNTech,1410413
Latvia,2021-12-22,Johnson&Johnson,282309
Latvia,2021-12-22,Moderna,542507
Latvia,2021-12-22,Pfizer/BioNTech,1416216
Latvia,2021-12-23,Johnson&Johnson,282692
Latvia,2021-12-23,Moderna,546703
Latvia,2021-12-23,Pfizer/BioNTech,1420225
Latvia,2021-12-24,Johnson&Johnson,282700
Latvia,2021-12-24,Moderna,546800
Latvia,2021-12-24,Pfizer/BioNTech,1420301
Latvia,2021-12-25,Johnson&Johnson,282714
Latvia,2021-12-25,Moderna,547018
Latvia,2021-12-25,Oxford/AstraZeneca,262504
Latvia,2021-12-25,Pfizer/BioNTech,1420610
Latvia,2021-12-26,Johnson&Johnson,282743
Latvia,2021-12-26,Moderna,547224
Latvia,2021-12-26,Pfizer/BioNTech,1420819
Latvia,2021-12-27,Johnson&Johnson,283085
Latvia,2021-12-27,Moderna,552808
Latvia,2021-12-27,Oxford/AstraZeneca,262505
Latvia,2021-12-27,Pfizer/BioNTech,1425414
Latvia,2021-12-28,Johnson&Johnson,283507
Latvia,2021-12-28,Moderna,559455
Latvia,2021-12-28,Oxford/AstraZeneca,262520
Latvia,2021-12-28,Pfizer/BioNTech,1430901
Latvia,2021-12-29,Johnson&Johnson,283856
Latvia,2021-12-29,Moderna,565550
Latvia,2021-12-29,Pfizer/BioNTech,1436750
Latvia,2021-12-30,Johnson&Johnson,284231
Latvia,2021-12-30,Moderna,568895
Latvia,2021-12-30,Pfizer/BioNTech,1440309
Latvia,2021-12-31,Johnson&Johnson,284234
Latvia,2021-12-31,Moderna,568927
Latvia,2021-12-31,Pfizer/BioNTech,1440356
Latvia,2022-01-01,Moderna,568959
Latvia,2022-01-01,Pfizer/BioNTech,1440405
Latvia,2022-01-02,Johnson&Johnson,284268
Latvia,2022-01-02,Moderna,569500
Latvia,2022-01-02,Pfizer/BioNTech,1441124
Latvia,2022-01-03,Johnson&Johnson,284578
Latvia,2022-01-03,Moderna,573476
Latvia,2022-01-03,Pfizer/BioNTech,1445197
Latvia,2022-01-04,Johnson&Johnson,284929
Latvia,2022-01-04,Moderna,579647
Latvia,2022-01-04,Pfizer/BioNTech,1450658
Latvia,2022-01-05,Johnson&Johnson,285240
Latvia,2022-01-05,Moderna,586441
Latvia,2022-01-05,Pfizer/BioNTech,1456587
Latvia,2022-01-06,Johnson&Johnson,285593
Latvia,2022-01-06,Moderna,593889
Latvia,2022-01-06,Pfizer/BioNTech,1462349
Latvia,2022-01-07,Johnson&Johnson,285947
Latvia,2022-01-07,Moderna,601676
Latvia,2022-01-07,Oxford/AstraZeneca,262527
Latvia,2022-01-07,Pfizer/BioNTech,1469631
Latvia,2022-01-08,Johnson&Johnson,286156
Latvia,2022-01-08,Moderna,604873
Latvia,2022-01-08,Pfizer/BioNTech,1474169
Latvia,2022-01-09,Johnson&Johnson,286209
Latvia,2022-01-09,Moderna,605674
Latvia,2022-01-09,Pfizer/BioNTech,1475085
Latvia,2022-01-10,Johnson&Johnson,286479
Latvia,2022-01-10,Moderna,610129
Latvia,2022-01-10,Oxford/AstraZeneca,262529
Latvia,2022-01-10,Pfizer/BioNTech,1479715
Latvia,2022-01-11,Johnson&Johnson,286816
Latvia,2022-01-11,Moderna,616709
Latvia,2022-01-11,Oxford/AstraZeneca,262541
Latvia,2022-01-11,Pfizer/BioNTech,1485066
Latvia,2022-01-12,Johnson&Johnson,287082
Latvia,2022-01-12,Moderna,622924
Latvia,2022-01-12,Pfizer/BioNTech,1490553
Latvia,2022-01-13,Johnson&Johnson,287397
Latvia,2022-01-13,Moderna,628698
Latvia,2022-01-13,Pfizer/BioNTech,1495609
Latvia,2022-01-14,Johnson&Johnson,287689
Latvia,2022-01-14,Moderna,635099
Latvia,2022-01-14,Oxford/AstraZeneca,262550
Latvia,2022-01-14,Pfizer/BioNTech,1502214
Latvia,2022-01-15,Johnson&Johnson,287856
Latvia,2022-01-15,Moderna,637087
Latvia,2022-01-15,Pfizer/BioNTech,1505171
Latvia,2022-01-16,Johnson&Johnson,287915
Latvia,2022-01-16,Moderna,637767
Latvia,2022-01-16,Pfizer/BioNTech,1506129
Latvia,2022-01-17,Johnson&Johnson,288127
Latvia,2022-01-17,Moderna,640981
Latvia,2022-01-17,Oxford/AstraZeneca,262551
Latvia,2022-01-17,Pfizer/BioNTech,1509900
Latvia,2022-01-18,Johnson&Johnson,288393
Latvia,2022-01-18,Moderna,645682
Latvia,2022-01-18,Pfizer/BioNTech,1514590
Latvia,2022-01-19,Johnson&Johnson,288645
Latvia,2022-01-19,Moderna,650751
Latvia,2022-01-19,Oxford/AstraZeneca,262554
Latvia,2022-01-19,Pfizer/BioNTech,1519313
Latvia,2022-01-20,Johnson&Johnson,288867
Latvia,2022-01-20,Moderna,655227
Latvia,2022-01-20,Oxford/AstraZeneca,262563
Latvia,2022-01-20,Pfizer/BioNTech,1523830
Latvia,2022-01-21,Johnson&Johnson,289101
Latvia,2022-01-21,Moderna,659466
Latvia,2022-01-21,Oxford/AstraZeneca,262567
Latvia,2022-01-21,Pfizer/BioNTech,1529267
Latvia,2022-01-22,Johnson&Johnson,289240
Latvia,2022-01-22,Moderna,661031
Latvia,2022-01-22,Pfizer/BioNTech,1531789
Latvia,2022-01-23,Johnson&Johnson,289290
Latvia,2022-01-23,Moderna,661429
Latvia,2022-01-23,Pfizer/BioNTech,1532660
Latvia,2022-01-24,Johnson&Johnson,289464
Latvia,2022-01-24,Moderna,663621
Latvia,2022-01-24,Pfizer/BioNTech,1535673
Latvia,2022-01-25,Johnson&Johnson,289615
Latvia,2022-01-25,Moderna,666741
Latvia,2022-01-25,Pfizer/BioNTech,1539298
Latvia,2022-01-26,Johnson&Johnson,289784
Latvia,2022-01-26,Moderna,670148
Latvia,2022-01-26,Pfizer/BioNTech,1542966
Latvia,2022-01-27,Johnson&Johnson,289982
Latvia,2022-01-27,Moderna,673092
Latvia,2022-01-27,Pfizer/BioNTech,1546349
Latvia,2022-01-28,Johnson&Johnson,290210
Latvia,2022-01-28,Moderna,676168
Latvia,2022-01-28,Oxford/AstraZeneca,262575
Latvia,2022-01-28,Pfizer/BioNTech,1551027
Latvia,2022-01-29,Johnson&Johnson,290347
Latvia,2022-01-29,Moderna,677251
Latvia,2022-01-29,Pfizer/BioNTech,1553321
Latvia,2022-01-30,Johnson&Johnson,290376
Latvia,2022-01-30,Moderna,677616
Latvia,2022-01-30,Pfizer/BioNTech,1553907
Latvia,2022-01-31,Johnson&Johnson,290487
Latvia,2022-01-31,Moderna,678961
Latvia,2022-01-31,Oxford/AstraZeneca,262576
Latvia,2022-01-31,Pfizer/BioNTech,1555819
Latvia,2022-02-01,Johnson&Johnson,290623
Latvia,2022-02-01,Moderna,680761
Latvia,2022-02-01,Oxford/AstraZeneca,262578
Latvia,2022-02-01,Pfizer/BioNTech,1558184
Latvia,2022-02-02,Johnson&Johnson,290714
Latvia,2022-02-02,Moderna,682817
Latvia,2022-02-02,Oxford/AstraZeneca,262580
Latvia,2022-02-02,Pfizer/BioNTech,1560537
Latvia,2022-02-03,Johnson&Johnson,290827
Latvia,2022-02-03,Moderna,684719
Latvia,2022-02-03,Oxford/AstraZeneca,262588
Latvia,2022-02-03,Pfizer/BioNTech,1562696
Latvia,2022-02-04,Johnson&Johnson,290921
Latvia,2022-02-04,Moderna,686450
Latvia,2022-02-04,Pfizer/BioNTech,1565136
Liechtenstein,2021-02-12,Moderna,368
Liechtenstein,2021-02-12,Pfizer/BioNTech,797
Liechtenstein,2021-02-19,Moderna,888
Liechtenstein,2021-02-19,Pfizer/BioNTech,917
Liechtenstein,2021-02-26,Moderna,1256
Liechtenstein,2021-02-26,Pfizer/BioNTech,1333
Liechtenstein,2021-03-05,Moderna,1256
Liechtenstein,2021-03-05,Pfizer/BioNTech,1862
Liechtenstein,2021-03-12,Moderna,1904
Liechtenstein,2021-03-12,Pfizer/BioNTech,1862
Liechtenstein,2021-03-19,Moderna,2423
Liechtenstein,2021-03-19,Pfizer/BioNTech,1912
Liechtenstein,2021-03-26,Moderna,2423
Liechtenstein,2021-03-26,Pfizer/BioNTech,3036
Liechtenstein,2021-04-02,Moderna,2912
Liechtenstein,2021-04-02,Pfizer/BioNTech,3561
Liechtenstein,2021-04-09,Moderna,3822
Liechtenstein,2021-04-09,Pfizer/BioNTech,3561
Liechtenstein,2021-04-16,Moderna,4361
Liechtenstein,2021-04-16,Pfizer/BioNTech,4468
Liechtenstein,2021-04-23,Moderna,5199
Liechtenstein,2021-04-23,Pfizer/BioNTech,6227
Liechtenstein,2021-04-30,Moderna,6198
Liechtenstein,2021-04-30,Pfizer/BioNTech,6769
Liechtenstein,2021-05-07,Moderna,7569
Liechtenstein,2021-05-07,Pfizer/BioNTech,6769
Liechtenstein,2021-05-14,Moderna,8669
Liechtenstein,2021-05-14,Pfizer/BioNTech,7633
Liechtenstein,2021-05-21,Moderna,8959
Liechtenstein,2021-05-21,Pfizer/BioNTech,7901
Liechtenstein,2021-05-28,Moderna,10327
Liechtenstein,2021-05-28,Pfizer/BioNTech,8736
Liechtenstein,2021-06-04,Moderna,13100
Liechtenstein,2021-06-04,Pfizer/BioNTech,8736
Liechtenstein,2021-06-11,Moderna,15396
Liechtenstein,2021-06-11,Pfizer/BioNTech,9314
Liechtenstein,2021-06-18,Moderna,18203
Liechtenstein,2021-06-18,Pfizer/BioNTech,9314
Liechtenstein,2021-06-25,Moderna,19302
Liechtenstein,2021-06-25,Pfizer/BioNTech,9832
Liechtenstein,2021-07-02,Moderna,21577
Liechtenstein,2021-07-02,Pfizer/BioNTech,9832
Liechtenstein,2021-07-09,Moderna,23589
Liechtenstein,2021-07-09,Pfizer/BioNTech,10437
Liechtenstein,2021-07-16,Moderna,25915
Liechtenstein,2021-07-16,Pfizer/BioNTech,10437
Liechtenstein,2021-07-23,Moderna,26305
Liechtenstein,2021-07-23,Pfizer/BioNTech,10682
Liechtenstein,2021-07-30,Moderna,26305
Liechtenstein,2021-07-30,Pfizer/BioNTech,10682
Liechtenstein,2021-08-06,Moderna,26305
Liechtenstein,2021-08-06,Pfizer/BioNTech,10682
Liechtenstein,2021-08-13,Moderna,27431
Liechtenstein,2021-08-13,Pfizer/BioNTech,11273
Liechtenstein,2021-08-20,Moderna,28248
Liechtenstein,2021-08-20,Pfizer/BioNTech,11678
Liechtenstein,2021-08-27,Moderna,28663
Liechtenstein,2021-08-27,Pfizer/BioNTech,12255
Liechtenstein,2021-09-03,Moderna,28663
Liechtenstein,2021-09-03,Pfizer/BioNTech,12255
Liechtenstein,2021-09-10,Moderna,28674
Liechtenstein,2021-09-10,Pfizer/BioNTech,12711
Liechtenstein,2021-09-17,Moderna,30007
Liechtenstein,2021-09-17,Pfizer/BioNTech,13095
Liechtenstein,2021-09-24,Moderna,30760
Liechtenstein,2021-09-24,Pfizer/BioNTech,13695
Liechtenstein,2021-10-01,Moderna,30935
Liechtenstein,2021-10-01,Pfizer/BioNTech,13695
Liechtenstein,2021-10-08,Moderna,31124
Liechtenstein,2021-10-08,Pfizer/BioNTech,13695
Liechtenstein,2021-10-15,Moderna,31288
Liechtenstein,2021-10-15,Pfizer/BioNTech,13695
Liechtenstein,2021-10-22,Moderna,32315
Liechtenstein,2021-10-22,Pfizer/BioNTech,13716
Liechtenstein,2021-10-29,Johnson&Johnson,88
Liechtenstein,2021-10-29,Moderna,32663
Liechtenstein,2021-10-29,Pfizer/BioNTech,13716
Liechtenstein,2021-11-05,Johnson&Johnson,139
Liechtenstein,2021-11-05,Moderna,33017
Liechtenstein,2021-11-12,Johnson&Johnson,157
Liechtenstein,2021-11-12,Moderna,33333
Liechtenstein,2021-11-12,Pfizer/BioNTech,13716
Liechtenstein,2021-11-19,Johnson&Johnson,160
Liechtenstein,2021-11-19,Moderna,33493
Liechtenstein,2021-11-19,Pfizer/BioNTech,13910
Liechtenstein,2021-11-26,Johnson&Johnson,171
Liechtenstein,2021-11-26,Moderna,33956
Liechtenstein,2021-11-26,Pfizer/BioNTech,14188
Liechtenstein,2021-12-03,Johnson&Johnson,184
Liechtenstein,2021-12-03,Moderna,34714
Liechtenstein,2021-12-03,Pfizer/BioNTech,14652
Liechtenstein,2021-12-10,Johnson&Johnson,190
Liechtenstein,2021-12-10,Moderna,37248
Liechtenstein,2021-12-10,Pfizer/BioNTech,16429
Liechtenstein,2021-12-17,Johnson&Johnson,202
Liechtenstein,2021-12-17,Moderna,40524
Liechtenstein,2021-12-17,Pfizer/BioNTech,18179
Liechtenstein,2021-12-24,Johnson&Johnson,214
Liechtenstein,2021-12-24,Moderna,41336
Liechtenstein,2021-12-24,Pfizer/BioNTech,19093
Liechtenstein,2021-12-31,Johnson&Johnson,214
Liechtenstein,2021-12-31,Moderna,41397
Liechtenstein,2021-12-31,Pfizer/BioNTech,19093
Liechtenstein,2022-01-07,Johnson&Johnson,214
Liechtenstein,2022-01-07,Moderna,42484
Liechtenstein,2022-01-07,Pfizer/BioNTech,19651
Liechtenstein,2022-01-14,Johnson&Johnson,214
Liechtenstein,2022-01-14,Moderna,43904
Liechtenstein,2022-01-14,Pfizer/BioNTech,20462
Liechtenstein,2022-01-21,Johnson&Johnson,246
Liechtenstein,2022-01-21,Moderna,44682
Liechtenstein,2022-01-21,Pfizer/BioNTech,21053
Liechtenstein,2022-01-28,Johnson&Johnson,246
Liechtenstein,2022-01-28,Moderna,44830
Liechtenstein,2022-01-28,Pfizer/BioNTech,21132
Lithuania,2021-01-01,Pfizer/BioNTech,2422
Lithuania,2021-01-08,Pfizer/BioNTech,23566
Lithuania,2021-01-15,Moderna,1043
Lithuania,2021-01-15,Pfizer/BioNTech,51127
Lithuania,2021-01-22,Moderna,2374
Lithuania,2021-01-22,Pfizer/BioNTech,65824
Lithuania,2021-01-29,Moderna,2374
Lithuania,2021-01-29,Pfizer/BioNTech,91524
Lithuania,2021-02-05,Moderna,4053
Lithuania,2021-02-05,Pfizer/BioNTech,120470
Lithuania,2021-02-12,Moderna,5751
Lithuania,2021-02-12,Oxford/AstraZeneca,7804
Lithuania,2021-02-12,Pfizer/BioNTech,139313
Lithuania,2021-02-19,Moderna,9372
Lithuania,2021-02-19,Oxford/AstraZeneca,15220
Lithuania,2021-02-19,Pfizer/BioNTech,164444
Lithuania,2021-02-26,Moderna,12304
Lithuania,2021-02-26,Oxford/AstraZeneca,31519
Lithuania,2021-02-26,Pfizer/BioNTech,194187
Lithuania,2021-03-05,Moderna,21238
Lithuania,2021-03-05,Oxford/AstraZeneca,47267
Lithuania,2021-03-05,Pfizer/BioNTech,228587
Lithuania,2021-03-12,Moderna,23137
Lithuania,2021-03-12,Oxford/AstraZeneca,69694
Lithuania,2021-03-12,Pfizer/BioNTech,261638
Lithuania,2021-03-19,Moderna,26432
Lithuania,2021-03-19,Oxford/AstraZeneca,79458
Lithuania,2021-03-19,Pfizer/BioNTech,295898
Lithuania,2021-03-26,Moderna,36644
Lithuania,2021-03-26,Oxford/AstraZeneca,102087
Lithuania,2021-03-26,Pfizer/BioNTech,338652
Lithuania,2021-04-02,Moderna,53689
Lithuania,2021-04-02,Oxford/AstraZeneca,130809
Lithuania,2021-04-02,Pfizer/BioNTech,383680
Lithuania,2021-04-09,Moderna,59602
Lithuania,2021-04-09,Oxford/AstraZeneca,167630
Lithuania,2021-04-09,Pfizer/BioNTech,449804
Lithuania,2021-04-16,Moderna,61073
Lithuania,2021-04-16,Oxford/AstraZeneca,186112
Lithuania,2021-04-16,Pfizer/BioNTech,530445
Lithuania,2021-04-23,Johnson&Johnson,3
Lithuania,2021-04-23,Moderna,74165
Lithuania,2021-04-23,Oxford/AstraZeneca,203529
Lithuania,2021-04-23,Pfizer/BioNTech,603259
Lithuania,2021-04-30,Johnson&Johnson,247
Lithuania,2021-04-30,Moderna,82904
Lithuania,2021-04-30,Oxford/AstraZeneca,214543
Lithuania,2021-04-30,Pfizer/BioNTech,704517
Lithuania,2021-05-07,Johnson&Johnson,2063
Lithuania,2021-05-07,Moderna,102636
Lithuania,2021-05-07,Oxford/AstraZeneca,255946
Lithuania,2021-05-07,Pfizer/BioNTech,808605
Lithuania,2021-05-14,Johnson&Johnson,4283
Lithuania,2021-05-14,Moderna,114246
Lithuania,2021-05-14,Oxford/AstraZeneca,285533
Lithuania,2021-05-14,Pfizer/BioNTech,910187
Lithuania,2021-05-21,Johnson&Johnson,8703
Lithuania,2021-05-21,Moderna,134972
Lithuania,2021-05-21,Oxford/AstraZeneca,305233
Lithuania,2021-05-21,Pfizer/BioNTech,1003973
Lithuania,2021-05-28,Johnson&Johnson,17160
Lithuania,2021-05-28,Moderna,145157
Lithuania,2021-05-28,Oxford/AstraZeneca,322910
Lithuania,2021-05-28,Pfizer/BioNTech,1103509
Lithuania,2021-06-04,Johnson&Johnson,23996
Lithuania,2021-06-04,Moderna,160560
Lithuania,2021-06-04,Oxford/AstraZeneca,350820
Lithuania,2021-06-04,Pfizer/BioNTech,1237322
Lithuania,2021-06-11,Johnson&Johnson,36614
Lithuania,2021-06-11,Moderna,173739
Lithuania,2021-06-11,Oxford/AstraZeneca,373938
Lithuania,2021-06-11,Pfizer/BioNTech,1319692
Lithuania,2021-06-18,Johnson&Johnson,42955
Lithuania,2021-06-18,Moderna,191743
Lithuania,2021-06-18,Oxford/AstraZeneca,400479
Lithuania,2021-06-18,Pfizer/BioNTech,1397231
Lithuania,2021-06-25,Johnson&Johnson,45273
Lithuania,2021-06-25,Moderna,198900
Lithuania,2021-06-25,Oxford/AstraZeneca,422734
Lithuania,2021-06-25,Pfizer/BioNTech,1480612
Lithuania,2021-07-02,Johnson&Johnson,52071
Lithuania,2021-07-02,Moderna,206540
Lithuania,2021-07-02,Oxford/AstraZeneca,453921
Lithuania,2021-07-02,Pfizer/BioNTech,1540694
Lithuania,2021-07-09,Johnson&Johnson,59946
Lithuania,2021-07-09,Moderna,210573
Lithuania,2021-07-09,Oxford/AstraZeneca,470910
Lithuania,2021-07-09,Pfizer/BioNTech,1573954
Lithuania,2021-07-16,Johnson&Johnson,69315
Lithuania,2021-07-16,Moderna,214869
Lithuania,2021-07-16,Oxford/AstraZeneca,483445
Lithuania,2021-07-16,Pfizer/BioNTech,1600475
Lithuania,2021-07-23,Johnson&Johnson,77178
Lithuania,2021-07-23,Moderna,219524
Lithuania,2021-07-23,Oxford/AstraZeneca,494488
Lithuania,2021-07-23,Pfizer/BioNTech,1645188
Lithuania,2021-07-30,Johnson&Johnson,82205
